state,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,year,ccd_era,prod_efficiency,value_per_colony,numcol_yoy_pct,totalprod_yoy_pct,prodvalue_yoy_pct,stock_ratio,price_volatility,region
TN,8000.0,61,488000.0,137000.0,1.4,683000.0,2002,Pre-CCD,60.992375953005876,85.36432945881765,0.0,3.3898305084745672,4.115853658536595,0.28073712963702946,0.020816659994660557,
TN,6000.0,40,240000.0,46000.0,1.52,365000.0,2003,Pre-CCD,39.99333444425929,60.82319613397767,-25.0,-50.81967213114754,-46.559297218155194,0.19166586805888308,0.07234178138070212,
TN,6000.0,54,324000.0,91000.0,1.73,561000.0,2004,Pre-CCD,53.99100149975004,93.48441926345609,0.0,35.00000000000001,53.6986301369863,0.2808633306687325,0.16703293088490045,
TN,7000.0,55,385000.0,92000.0,1.67,643000.0,2005,Pre-CCD,54.99214397943151,91.84402228253107,16.666666666666675,18.827160493827154,14.616755793226389,0.23896041828462783,0.10816653826391925,
TN,7000.0,55,385000.0,58000.0,1.84,708000.0,2006,Post-CCD,54.99214397943151,101.12841022711041,0.0,0.0,10.108864696734067,0.15064895935335232,0.08621678104251686,
TN,7000.0,65,455000.0,114000.0,1.99,905000.0,2007,Post-CCD,64.99071561205542,129.26724753606626,0.0,18.181818181818187,27.824858757062152,0.2505488998925277,0.1601041327803043,
TN,7000.0,61,427000.0,149000.0,2.09,892000.0,2008,Post-CCD,60.991286959005855,127.4103699471504,0.0,-6.153846153846154,-1.436464088397793,0.3489453186292304,0.12583057392117894,
TN,7000.0,51,357000.0,86000.0,2.37,846000.0,2009,Post-CCD,50.99271532638195,120.8398800171404,0.0,-16.393442622950815,-5.156950672645744,0.2408956837655917,0.19697715603592206,
TN,8000.0,63,504000.0,106000.0,2.5,1260000.0,2010,Post-CCD,62.99212598425197,157.48031496062993,14.28571428571428,41.176470588235304,48.93617021276595,0.21031704302174004,0.20952326839756968,
TN,7000.0,44,308000.0,68000.0,2.93,902000.0,2011,Post-CCD,43.993715183545206,128.83873732323954,-12.5,-38.888888888888886,-28.41269841269841,0.2207785039658962,0.29308701779505736,
TN,6000.0,61,366000.0,59000.0,2.93,1072000.0,2012,Post-CCD,60.98983502749542,178.63689385102484,-14.28571428571429,18.83116883116882,18.8470066518847,0.16120174535042253,0.2482606157515402,
